,County,State,Total infections,Density,Public Transportation Usage
216,El Paso County,Colorado,27926272,124.925569,0.007396427
217,Fremont County,Colorado,2520812,11.83731376,0.003120567
218,Garfield County,Colorado,2356493,7.667957958,0.041305456
219,Gilpin County,Colorado,111263,15.2590355,0.0144
220,Grand County,Colorado,587197,3.150392993,0.017000607
221,Gunnison County,Colorado,534614,1.971192463,0.022446689
222,Hinsdale County,Colorado,12351,0.303426738,0.0
223,Huerfano County,Colorado,176849,1.597522272,0.015184382
224,Kiowa County,Colorado,47230,0.316472037,0.005970149
225,Kit Carson County,Colorado,267318,1.364245023,0.008287293
226,La Plata County,Colorado,1621827,12.59013432,0.018040772
227,Larimer County,Colorado,10786364,50.29906087,0.013324064
228,Las Animas County,Colorado,499941,1.146996368,0.015561016
229,Mesa County,Colorado,6648679,17.39732685,0.005598686
230,Mineral County,Colorado,35889,0.36284133,0.012903226
231,Moffat County,Colorado,439857,1.063089924,0.009584665
232,Montezuma County,Colorado,862968,4.929472968,0.000922509
233,Montrose County,Colorado,1533978,7.110239919,0.006342495
234,Otero County,Colorado,812907,5.606676985,0.00055905
235,Ouray County,Colorado,121654,3.366318394,0.001785714
236,Park County,Colorado,348588,3.060796323,0.012464265
237,Pitkin County,Colorado,959750,7.123409994,0.120018975
238,Prowers County,Colorado,503342,2.840156146,0.000743494
239,Pueblo County,Colorado,7407734,26.6484169,0.011746522
240,Rio Blanco County,Colorado,258759,0.774968455,0.012225705
241,Rio Grande County,Colorado,379135,4.805762482,0.003205128
242,Routt County,Colorado,926053,4.065971747,0.020900901
243,Saguache County,Colorado,175876,0.78815115,0.010224949
244,San Juan County,Colorado,23576,0.542015888,0.011428571
245,San Miguel County,Colorado,349858,2.390921614,0.133918771
246,Sedgwick County,Colorado,90712,1.655606826,0.01010101
247,Summit County,Colorado,1444697,19.31275691,0.053475936
248,Teller County,Colorado,742098,16.71340388,0.004727116
249,Weld County,Colorado,13016269,28.58676378,0.005797432
250,Fairfield County,Connecticut,36068623,583.4165304,0.101683634
251,Hartford County,Connecticut,31033502,470.033815,0.034118556
252,Litchfield County,Connecticut,5336674,76.77098216,0.012484395
253,Middlesex County,Connecticut,4698053,170.7988153,0.016435689
254,New Haven County,Connecticut,33198187,548.8569872,0.043053996
255,New London County,Connecticut,8486027,156.0796361,0.01522806
256,Tolland County,Connecticut,3542027,142.3296361,0.0193221
257,Windham County,Connecticut,4106360,87.72291173,0.005811906
258,Kent County,Delaware,7168963,115.2242931,0.011623194
259,New Castle County,Delaware,24044795,502.7696186,0.040688812
260,Sussex County,Delaware,10208774,90.54899837,0.007810336
261,Alachua County,Florida,10675761,116.1122104,0.042572542
262,Baker County,Florida,1592590,18.33099273,0.0
263,Bay County,Florida,8646688,92.88574252,0.011537746
264,Bradford County,Florida,1389762,35.43517528,0.001634877
265,Brevard County,Florida,19568267,219.3764634,0.005988674
266,Broward County,Florida,98364378,612.6877168,0.029670416
267,Charlotte County,Florida,5791527,100.3107253,0.001611027
268,Citrus County,Florida,5087591,94.93927794,0.003270264
269,Collier County,Florida,15181981,70.38522842,0.02699742
270,DeSoto County,Florida,1837118,22.07300896,0.062373431
271,Dixie County,Florida,742947,9.000593262,0.000834202
272,Duval County,Florida,43989097,467.7286986,0.019377687
273,Flagler County,Florida,3460801,85.26646662,0.002813505
274,Gadsden County,Florida,2426890,34.41309565,0.002163164
275,Gilchrist County,Florida,760829,19.44892619,0.006493506
276,Glades County,Florida,404759,6.396443472,0.001123596
277,Gulf County,Florida,835383,11.20100125,0.000723982
278,Hamilton County,Florida,726636,10.72301185,0.002617801
279,Hardee County,Florida,1490109,16.48852955,0.017075774
280,Hendry County,Florida,2091613,13.3997,0.082587065
281,Hernando County,Florida,6744270,149.2023044,0.002864605
282,Highlands County,Florida,3891452,38.75140638,0.024
283,Hillsborough County,Florida,61389243,521.0066098,0.014735255
284,Holmes County,Florida,1010743,15.66641222,0.002367798
285,Indian River County,Florida,5644722,115.9449839,0.004652488
286,Leon County,Florida,13674816,166.8139264,0.018181818
287,Levy County,Florida,1657901,13.79768236,0.000723327
288,Liberty County,Florida,485005,3.865349802,0.042279412
289,Manatee County,Florida,16731595,194.2390085,0.009152246
290,Martin County,Florida,5343764,111.8867742,0.003363965
291,Miami-Dade County,Florida,195254134,552.1870708,0.055383539
292,Nassau County,Florida,3875143,47.960964,0.001804281
293,Okaloosa County,Florida,9033461,83.31780277,0.00441232
294,Okeechobee County,Florida,1846253,20.37434037,0.006792453
295,Osceola County,Florida,19081389,98.47136801,0.013736061
296,Palm Beach County,Florida,60780494,284.088504,0.01987659
297,Pasco County,Florida,19186152,264.0275519,0.004057061
298,Pinellas County,Florida,34649877,1351.009895,0.017636934
299,Putnam County,Florida,3121427,38.59923128,0.006723716
300,St. Johns County,Florida,10368971,151.366953,0.002393197
301,St. Lucie County,Florida,12006725,206.3889596,0.00520993
302,Santa Rosa County,Florida,8268141,65.00332156,0.000777056
303,Sarasota County,Florida,14172971,285.7580921,0.008478416
304,Seminole County,Florida,15546814,567.9030651,0.00710184
305,Suwannee County,Florida,2415552,24.63015902,0.001912046
306,Taylor County,Florida,1211285,8.177839655,0.001443001
307,Volusia County,Florida,19242947,184.9915148,0.008869454
308,Wakulla County,Florida,1604519,20.2958573,0.000301887
309,Walton County,Florida,3212274,24.50311443,0.001544998
310,Appling County,Georgia,974165,14.01828756,0.002915452
311,Atkinson County,Georgia,440713,9.311240898,0.0
312,Bacon County,Georgia,691730,15.26007768,0.012643678
313,Banks County,Georgia,769484,30.7975219,0.0
314,Barrow County,Georgia,4091042,184.3449202,0.00203252
315,Bartow County,Georgia,5881897,87.06431394,0.007043041
316,Ben Hill County,Georgia,903285,26.47984793,0.0
317,Berrien County,Georgia,870402,16.20197066,0.002183406
318,Bleckley County,Georgia,642316,22.84919033,0.000977995
319,Brantley County,Georgia,772164,16.17660577,0.024031008
320,Brooks County,Georgia,630602,12.23231715,0.002710027
321,Bryan County,Georgia,1617530,31.66554713,0.0
322,Bulloch County,Georgia,2987259,42.71567016,0.013222877
323,Burke County,Georgia,1061008,10.52749269,0.001754386
324,Butts County,Georgia,1279891,49.92067542,0.0
325,Camden County,Georgia,1930896,32.29088126,0.001471516
326,Candler County,Georgia,424398,17.19879927,0.000948992
327,Catoosa County,Georgia,2648193,157.855196,0.000131384
